OBJECTID,AllBridges_2012April_1_BDEPT,AllBridges_2012April_1_BIN,AllBridges_2012April_1_Health_Index,AllBridges_2012April_1_Item_6A,AllBridges_2012April_1_Item_7,AllBridges_2012April_1_Item_8_Bridge_Cat,AllBridges_2012April_1_Item_8_Owner,AllBridges_2012April_1_Item_16A,AllBridges_2012April_1_Item_16B,AllBridges_2012April_1_Item_16C,AllBridges_2012April_1_Item_17A,AllBridges_2012April_1_Item_17B,AllBridges_2012April_1_Item_17C,AllBridges_2012April_1_Item_26,AllBridges_2012April_1_Item_28A,AllBridges_2012April_1_Item_29,AllBridges_2012April_1_Item_49,AllBridges_2012April_1_Item_52,AllBridges_2012April_1_Item_58,AllBridges_2012April_1_Item_104,AllBridges_2012April_1_Posting_2_Axle,AllBridges_2012April_1_Posting_3_Axle,AllBridges_2012April_1_Posting_5_Axle,AllBridges_2012April_1_Struct_Def,AllBridges_2012April_1_Town_Name
4847,N03037,4PU,0.6619,ST 27 N MAIN ST         ,I  90 EB          ,NBI,DOT,42,18,51.0984,71,21,41.2164,11,3,67000,44.5,19.8,7,TRUE,0,0,0,FALSE,Natick
4848,N03037,4PV,0.494,ST 27 N MAIN ST         ,I  90 WB          ,NBI,DOT,42,18,51.6132,71,21,41.8356,11,3,67000,44.5,19.8,7,TRUE,0,0,0,FALSE,Natick
4849,W11012,4PW,0.740740741,I  90                   ,HWY   OAK ST      ,NBI,DOT,42,19,12.036,71,20,32.9238,16,2,10000,69.2,12.6,7,TRUE,0,0,0,FALSE,Wayland
4850,W29048,4PX,0.844,ST 30 SOUTH AV& I95 RMPS,I  90 RAMP D      ,NBI,DOT,42,20,37.338,71,15,49.464,11,3,10400,140.8,13.6,6,TRUE,0,0,0,TRUE,Weston
4851,W29049,4PY,-1,HWY   NORUMBEGA RD      ,I  90 RAMP D      ,NBI,DOT,42,20,48,71,15,48,11,2,27875,20.1,11,5,TRUE,0,0,0,FALSE,Weston
4852,W29039,4Q0,-1,I  90                   ,I  90 MAINT RAMP  ,NBI,DOT,42,20,6,71,18,54,11,2,592,61,9.1,5,TRUE,0,0,0,FALSE,Weston
4853,W29040,4Q1,-1,I  90                   ,HWY   WINTER ST   ,NBI,DOT,42,20,5.154,71,18,52.8804,17,2,3000,68.6,10.8,7,TRUE,0,0,0,FALSE,Weston
4854,W29041,4Q2,-1,WATER AQDCT AT WLLSLY ST,I  90             ,NBI,DOT,42,20,7.062,71,18,32.3064,11,6,99459,11.6,19.2,N,TRUE,0,0,0,FALSE,Weston
4855,W29042,4Q3,0.8478,HWY   WELLESLEY ST      ,I  90 EB          ,NBI,DOT,42,20,7.1412,71,18,26.5896,11,3,99459,19.8,18.4,6,TRUE,0,0,0,FALSE,Weston
4856,W29042,4Q4,0.8731,HWY   WELLESLEY ST      ,I  90 WB          ,NBI,DOT,42,20,7.8324,71,18,26.7408,11,3,99459,19.8,18.4,6,TRUE,0,0,0,FALSE,Weston
4857,W29043,4Q5,-1,I  90                   ,HWY   OAK ST      ,NBI,DOT,42,20,14.0532,71,17,24.9072,17,2,3000,62.2,12.6,6,TRUE,0,0,0,FALSE,Weston
4858,W29044,4Q6,-1,WATER AQDCT AT SHAYLR LN,I  90             ,NBI,DOT,42,20,17.8296,71,17,0.9132,11,6,99600,12.8,32.3,N,TRUE,0,0,0,FALSE,Weston
4859,W29045,4Q7,-1,HWY   RIDGEWAY RD       ,I  90 EB          ,NBI,DOT,42,20,19.3956,71,16,39.648,11,3,99459,14.6,18.6,7,TRUE,0,0,0,FALSE,Weston
4860,W29045,4Q8,0.740740741,HWY   RIDGEWAY RD       ,I  90 WB          ,NBI,DOT,42,20,20.1048,71,16,39.1296,11,3,99459,14.6,18.6,7,TRUE,0,0,0,FALSE,Weston
4861,W29053,4Q9,0.4929,I  90                   ,I  90 RAMP J      ,NBI,DOT,42,20,18,71,16,24,11,2,25682,73.5,11,7,TRUE,0,0,0,FALSE,Weston
4862,W29046,4QA,-1,OTHER MDC AQUEDUCT      ,I  90 RAMPS J & L ,NBI,DOT,42,20,24,71,16,24,11,4,52911,15.8,34.7,N,TRUE,0,0,0,TRUE,Weston
4863,W29047,4QB,-1,I  90 RAMPS J & L       ,HWY   PARK RD     ,NBI,DOT,42,20,25.242,71,16,14.6784,17,2,3000,80.2,15.4,6,TRUE,0,0,0,FALSE,Weston
4864,W29054,4QC,0.6112,I  90                   ,HWY   PARK RD     ,NBI,DOT,42,20,19.9644,71,16,7.806,17,2,3000,78,15.4,7,TRUE,0,0,0,FALSE,Weston
4865,W29055,4QD,0.7052,I  90 & RAMP K,I  90 RAMP G      ,NBI,DOT,42,20,18,71,16,0,11,2,112499,69.8,9.1,5,TRUE,0,0,0,FALSE,Weston
4866,W29057,4QE,-1,OTHER MDC AQUEDUCT      ,I  90 RAMP G      ,NBI,DOT,42,20,24,71,16,0,11,2,25593,37.2,8.5,5,TRUE,0,0,0,TRUE,Weston
4867,W29056,4QF,0.98,OTHER MDC AQUEDUCT      ,I  90 RAMP H2     ,NBI,DOT,42,20,24,71,16,0,11,2,26342,14.3,7.3,7,TRUE,0,0,0,FALSE,Weston
4868,W29058,4QG,-1,I  90 RAMPS A & B       ,I  90 RAMP G      ,NBI,DOT,42,20,18,71,16,0,11,2,13500,61.6,8.5,4,TRUE,0,0,0,TRUE,Weston
4869,W29061,4QH,0.6779,OTHER MDC AQUEDUCT      ,I  95 NB RAMP     ,NBI,DOT,42,20,18,71,16,0,17,2,27000,8.5,11.6,N,TRUE,0,0,0,FALSE,Weston
4870,N12064,4QJ,0.7312,COMB  I 95 & CHARLES RIV,I  90 RAMPS       ,NBI,DOT,42,20,29.6664,71,15,44.6148,11,4,111,180.4,10.4,5,TRUE,0,0,0,FALSE,Newton
4871,N12066,4QK,0.6774,COMB  I 95 & CHARLES RIV,I  90             ,NBI,DOT,42,20,27.2472,71,15,40.536,11,6,99459,316.1,14,5,TRUE,0,0,0,FALSE,Newton
4872,N12065,4QL,-1,WATER CHARLES RIVER     ,I  90 RAMPS A & B ,NBI,DOT,42,20,27.294,71,15,36.162,11,4,111,93.6,21.9,4,TRUE,0,0,0,TRUE,Newton
4873,N12073,4QM,0.777777778,HWY   CHARLES ST        ,I  90             ,NBI,DOT,42,20,32.5644,71,15,27.2124,11,6,92541,12.5,28,N,TRUE,0,0,0,FALSE,Newton
4874,N12067,4QN,0.493,RR    CSX/MBTA          ,I  90             ,NBI,DOT,42,20,34.8252,71,15,19.332,11,6,104393,35.4,27.7,5,TRUE,0,0,0,TRUE,Newton
4875,N12031,4QP,0.740740741,COMB  I 90 & CSX/MBTA ,HWY   WOODLAND RD ,NBI,DOT,42,20,41.0748,71,15,8.4312,19,2,700,77.1,12.9,7,TRUE,0,0,0,FALSE,Newton
4876,N12030,4QQ,-1,COMB  I 90 & CSX/MBTA ,HWY   AUBURN ST   ,NBI,DOT,42,20,45.2184,71,14,49.2504,16,2,3000,56.1,19,7,TRUE,0,0,0,FALSE,Newton
4877,N12029,4QR,0.740740741,COMB  I 90 & CSX/MBTA ,ST 30 COMM AVE    ,NBI,DOT,42,20,47.022,71,14,33.162,14,2,13600,57,16.2,7,TRUE,0,0,0,FALSE,Newton
4878,N12029,4QT,-1,COMB  I 90 & CSX/MBTA ,ST 30 WB SERVCE RD,NBI,DOT,42,20,47.0616,71,14,32.6364,19,2,700,57,15.3,5,TRUE,0,0,0,FALSE,Newton
4879,N12068,4QU,0.7796,RR    CSX/MBTA,I  90 WB RAMP OFF ,NBI,DOT,42,20,50.79,71,14,6.76,12,2,1200,17.1,12.8,7,TRUE,0,0,0,FALSE,Newton
4880,N12074,4QV,0.9961,HWY   ACCESS RD         ,I  90 WB RAMP OFF ,NBI,DOT,42,20,53.46,71,14,6.03,12,2,1200,12.6,13.2,6,TRUE,0,0,0,FALSE,Newton
4881,N12027,4QW,-1,COMB  I 90 & CSX/MBTA ,ST 16 WB/WSHGTN ST,NBI,DOT,42,20,50.0964,71,13,56.8848,12,2,13600,54.9,11.9,4,TRUE,0,0,0,TRUE,Newton
4882,N12015,4QX,-1,COMB  I 90 & CSX/MBTA ,ST 16 EB/PUTNAM ST,NBI,DOT,42,20,51.162,71,13,44,19,4,13600,64,20.2,7,TRUE,0,0,0,FALSE,Newton
4883,N12026,4QY,-1,COMB  I 90 & CSX/MBTA ,HWY   HIGHLAND ST ,NBI,DOT,42,20,51.99,71,13,37.9128,19,2,700,52.1,13.5,6,TRUE,0,0,0,FALSE,Newton
4884,N12025,4R0,0.740740741,COMB  I 90 & CSX/MBTA ,HWY   CHESTNUT ST ,NBI,DOT,42,20,52.4652,71,13,31.6992,16,2,7700,47.5,15.9,7,TRUE,0,0,0,FALSE,Newton
4885,N12022,4R1,-1,COMB  I 90 & CSX/MBTA ,HWY   LOWELL AVE  ,NBI,DOT,42,21,1.4544,71,12,41.1084,17,2,3000,61,15.9,6,TRUE,0,0,0,FALSE,Newton
4886,N12021,4R2,-1,COMB  I 90 & CSX/MBTA ,HWY   WALNUT ST   ,NBI,DOT,42,21,3.6252,71,12,27.684,16,4,13600,44.8,15.2,6,TRUE,0,0,0,FALSE,Newton
4887,N12020,4R3,0.777777778,COMB  I 90 & CSX/MBTA ,HWY   HARVARD ST  ,NBI,DOT,42,21,7.812,71,12,8.9316,19,2,700,54.6,12.9,8,TRUE,0,0,0,FALSE,Newton
4888,N12019,4R4,0.740740741,COMB  I 90 & CSX/MBTA ,HWY   LEWIS TER   ,NBI,DOT,42,21,12.996,71,11,50.514,17,2,3000,58.8,12.9,7,TRUE,0,0,0,FALSE,Newton
4889,N12017,4R5,0.851851852,COMB  I 90 & CSX/MBTA ,HWY   CHURCH ST   ,NBI,DOT,42,21,19.5192,71,11,26.3256,16,4,7700,55.5,22.6,9,TRUE,0,0,0,FALSE,Newton
4890,N12016,4R6,0.740740741,COMB  I 90 & CSX/MBTA ,HWY   CENTRE AVE  ,NBI,DOT,42,21,21.1572,71,11,18.7764,14,4,13600,51.2,24.4,7,TRUE,0,0,0,FALSE,Newton
4891,N12069,4R7,1,RR    CSX/MBTA,I  90 WB RAMP ON  ,NBI,DOT,42,21,24.462,71,11,7.4184,12,2,111,21.9,9.4,8,TRUE,0,0,0,TRUE,Newton
4892,N12014,4R8,-1,COMB  I 90 & CSX/MBTA ,HWY   WASHNGTON ST,NBI,DOT,42,21,23.7888,71,11,3.1308,14,3,13600,67.1,25.1,7,TRUE,0,0,0,FALSE,Newton
4893,N12070,4R9,1,RR    CSX/MBTA,I  90 WB RAMP OFF ,NBI,DOT,42,21,26.1108,71,10,58.7028,12,2,111,31.1,11.3,8,TRUE,0,0,0,TRUE,Newton
4894,N12013,4RA,-1,COMB  I 90 & CSX/MBTA   ,HWY   ST JAMES ST ,NBI,DOT,42,21,25.7508,71,10,53.5872,19,2,700,84.4,12.9,5,TRUE,0,0,0,FALSE,Newton
4895,N12071,4RB,0.5,RR    CSX/MBTA,I  90             ,NBI,DOT,42,21,27.5796,71,10,28.218,11,4,105465,58.8,16.5,5,TRUE,0,0,0,TRUE,Newton
4896,B27018,4RC,0.731,COMB  I 90 & CSX/MBTA   ,HWY   CARLTON ST  ,NBI,DOT,42,20,58.596,71,6,33.47,14,4,20300,61.6,19.9,6,TRUE,0,0,0,FALSE,Brookline
4897,B16058,4RD,-1,COMB  I90&CSX/MBTA&LNCLN,HWY   EVERETT ST  ,NBI,DOT,42,21,26.1324,71,8,18.978,17,2,3300,131.7,13.1,6,TRUE,0,0,0,FALSE,Boston
4898,B16056,4RE,0.5859,COMB  I 90 & MBTA/CSX   ,HWY   CAMBRIDGE ST,NBI,DOT,42,21,22.8,71,7,50.63,14,6,43213,144.5,23.5,4,TRUE,0,0,0,TRUE,Boston
4899,B16046,4RF,0.8485,COMB  I 90 &CSX &ORNG LN,ST 28 NB/COLUMBUS ,NBI,DOT,42,20,52.4688,71,4,23.0232,14,4,111,58.2,25.2,6,TRUE,0,0,0,FALSE,Boston
4900,B16353,4RG,0.9641,HWY   SERVICE RD        ,I  90             ,NBI,DOT,42,21,24,71,7,39.67,11,8,121547,8.5,35.1,6,TRUE,0,0,0,FALSE,Boston
4901,B16354,4RH,0.9837,RR    CSX LEAD TRACK    ,I  90             ,NBI,DOT,42,21,24.87,71,7,37.3,11,8,121547,14,36.6,6,TRUE,0,0,0,FALSE,Boston
4902,B16060,4RJ,0.5053,US 20 N BEACON ST      ,I  90 EB          ,NBI,DOT,42,21,27.81,71,9,14.65,11,4,104393,37.8,17.5,5,TRUE,0,0,0,FALSE,Boston
4903,B16060,4RK,0.7048,US 20 N BEACON ST      ,I  90 WB          ,NBI,DOT,42,21,28.4724,71,9,15.58,11,4,104393,37.8,17.5,4,TRUE,0,0,0,TRUE,Boston
4904,B16061,4RL,0.6954,HWY   PARSONS ST        ,I  90 EB          ,NBI,DOT,42,21,27.4932,71,9,28.03,11,4,104393,19.2,17.7,5,TRUE,0,0,0,FALSE,Boston
4905,B16061,4RM,0.6764,HWY   PARSONS ST        ,I  90 WB          ,NBI,DOT,42,21,28.1736,71,9,28.5,11,4,104393,19.2,17.7,6,TRUE,0,0,0,FALSE,Boston
4906,B16078,4RN,-1,COMB  I 90 & AMTRAK/MBTA,HWY   HARRISON AVE,NBI,DOT,42,20,48.3504,71,3,48.6288,16,4,8900,63.7,20.2,8,TRUE,0,0,0,FALSE,Boston
4907,B16355,4RP,0.863,COMB  I90 W ONRP A & CSX,I  90 WB ON-RAMP E,NBI,DOT,42,21,30.9384,71,7,20.6508,12,1,8150,53,10.1,5,TRUE,0,0,0,FALSE,Boston
4908,B16080,4RQ,0.6859,COMB  I 90 & AMTRAK,HWY   SHAWMUT AVE ,NBI,DOT,42,20,50.0388,71,3,58.5792,11,4,8900,42.7,19.2,4,TRUE,0,0,0,TRUE,Boston
4909,B16356,4RR,0.7974,COMB  I90 W ONRP A & CSX,I  90 EB ON-RAMP  ,NBI,DOT,42,21,31.6368,71,7,20.0424,12,2,75000,44.8,11.9,5,TRUE,0,0,0,FALSE,Boston
4910,B16369,4RT,0.7557,I  90 WB & RAMPS F D L  ,I  90 EB OFF- RAMP,NBI,DOT,42,21,27.9864,71,7,20.0064,12,2,26000,279.2,10.7,4,TRUE,0,0,0,TRUE,Boston
4911,B16366,4RU,0.6702,COMB  I90 E RPS BDL & CS,HWY   CAMBRIDGE ST,NBI,DOT,42,21,36.2952,71,7,15.9024,14,4,43700,103.5,26.9,5,TRUE,0,0,0,FALSE,Boston
4912,B16357,4RV,0.7677,I  90                   ,I  90 EB RAMP ON D,NBI,DOT,42,21,25.3872,71,7,14.7108,12,2,19900,365.5,14.6,5,TRUE,0,0,0,FALSE,Boston
4913,B16358,4RW,-1,RR    CSX           ,I  90 WB RAMP OFF ,NBI,DOT,42,21,29.214,71,7,14.1528,12,3,111,234.4,14.6,5,TRUE,0,0,0,FALSE,Boston
4914,B16359,4RX,0.4596,RR    CSX          ,I  90 EB          ,NBI,DOT,42,21,12,71,7,6,11,4,62904,757.1,16.5,4,TRUE,0,0,0,TRUE,Boston
4915,B16359,4RY,0.4596,RR    CSX           ,I  90 WB          ,NBI,DOT,42,21,12,71,7,6,11,4,63725,757.7,16.5,4,TRUE,0,0,0,TRUE,Boston
4916,B16055,4T0,0.4773,COMB  I 90 & MBTA/CSX   ,US 20 COMM AVE,NBI,DOT,42,21,2.1672,71,6,40.5608,14,5,20300,115.8,22.1,5,TRUE,0,0,0,TRUE,Boston
4917,B16216,4T1,0.6674,COMB  I 90 & MBTA/CSX   ,HWY   ST MARYS ST ,NBI,DOT,42,20,56.2308,71,6,24.4,17,2,3000,53.3,12.9,5,TRUE,0,0,0,FALSE,Boston
4918,B16054,4T2,0.7013,COMB  I 90 & MBTA/CSX   ,HWY   BEACON ST   ,NBI,DOT,42,20,52.026,71,6,3.924,14,6,10900,108.2,31.2,4,TRUE,0,0,0,TRUE,Boston
4919,B16053,4T3,0.6742,COMB  I 90 & MBTA/CSX   ,HWY   BROOKLINE AV,NBI,DOT,42,20,51.558,71,5,53.03,14,2,11000,60.7,19,7,TRUE,0,0,0,FALSE,Boston
4920,B16360,4T4,0.8782,WATER MUDDY RIVER       ,I  90             ,NBI,DOT,42,20,51.9936,71,5,35.8872,11,4,101659,19.8,17.1,6,TRUE,0,0,0,FALSE,Boston
4921,B16051,4T5,0.5817,COMB  I 90 & MBTA/CSX   ,HWY   MASS AVE    ,NBI,DOT,42,20,50.838,71,5,16.22,14,4,38200,49.4,29,4,TRUE,0,0,0,TRUE,Boston
4922,B16050,4T6,0.783,COMB  I 90 & MBTA/CSX   ,HWY   BOYLSTON ST ,NBI,DOT,42,20,50.5032,71,5,14.5572,14,4,30700,137.2,25.1,7,TRUE,0,0,0,FALSE,Boston
4923,B16049,4T7,0.9072,I  90 EB RAMP OFF B     ,ST  9 HUNTINGTN AV,NBI,DOT,42,20,50.7912,71,4,46.776,14,8,20000,10.1,6.4,5,TRUE,0,0,0,FALSE,Boston
4924,B16049,4T8,0.8886,COMB  I 90 & MBTA/CSX   ,ST  9 HUNTINGTN AV,NBI,DOT,42,20,52.4112,71,4,44.9328,14,4,19900,93.6,37.6,6,TRUE,0,0,0,FALSE,Boston
4925,B16049,4T9,-1,I  90 WB RAMP ON A      ,HWY   EXETER ST   ,NBI,DOT,42,20,53.6244,71,4,45.786,16,2,8900,10.1,9.87,6,TRUE,0,0,0,FALSE,Boston
4926,B16049,4TA,0.8689,RR    MBTA/CSX,I  90 EB RAMPS OFF,NBI,DOT,42,20,48,71,4,48,11,2,15793,62.2,12.8,5,TRUE,0,0,0,FALSE,Boston
4927,B16048,4TB,0.8594,COMB  I 90 & MBTA/CSX   ,HWY   DARTMOUTH ST,NBI,DOT,42,20,52.2852,71,4,36.336,16,4,8900,110.3,25.1,6,TRUE,0,0,0,FALSE,Boston
4928,B16047,4TC,0.6869,COMB  I 90 &CSX &ORNG LN,ST 28 SB/CLARENDON,NBI,DOT,42,20,52.7568,71,4,27.0804,16,4,8900,44.8,19,5,TRUE,0,0,0,FALSE,Boston
4929,B16045,4TD,-1,COMB  I 90 & MBTA/CSX   ,HWY   BERKELEY ST ,NBI,DOT,42,20,51.5616,71,4,18.462,11,4,19900,68.6,25.1,5,TRUE,0,0,0,FALSE,Boston
4930,B16044,4TE,0.7252,COMB  I 90 & AMTRAK   ,HWY   ARLINGTON ST,NBI,DOT,42,20,51.6768,71,4,9.8184,14,4,6429,52.4,19,5,TRUE,0,0,0,FALSE,Boston
4931,B16043,4TF,0.8632,COMB  I 90 & AMTRAK   ,HWY   TREMONT ST  ,NBI,DOT,42,20,51.3024,71,4,7.9716,14,5,15000,52.1,25.1,4,TRUE,0,0,0,TRUE,Boston
4932,B16079,4TG,-1,COMB  I 90 & AMTRAK/MBTA,HWY   WASHINGTN ST,NBI,DOT,42,20,49.326,71,3,54.3888,14,4,8900,59.7,20.2,8,TRUE,0,0,0,FALSE,Boston
4934,B16371,4TJ,-1,OTHER  I 93             ,OTHER REMOVED,REM,DOT,42,20,58.4952,71,3,37.2384,11,1,111,38.4,10.1,5,TRUE,0,0,0,FALSE,Boston
4936,B16374,4TL,-1,OTHER I 90 WB RAMP ON   ,OTHER REMOVED,REM,DOT,42,2,12,72,25,18,11,2,17276,64,8.4,4,TRUE,0,0,0,FALSE,Boston
4937,B16372,4TM,-1,OTHER I 90 EB RAMPS ABP ,OTHER REMOVED,REM,DOT,42,2,12,72,25,18,11,2,15680,50.9,9.8,5,TRUE,0,0,0,FALSE,Boston
4938,B16372,4TN,-1,OTHER I 90 EB RAMPS ABP ,OTHER REMOVED,REM,DOT,42,20,53.2176,71,3,35.1288,11,2,111,52.7,12.5,6,TRUE,0,0,0,FALSE,Boston
4940,B16062,4TQ,0.7027,HWY   BROOKS ST         ,I  90 EB          ,NBI,DOT,42,21,27.0684,71,9,43.33,11,4,121547,16.5,17.5,5,TRUE,0,0,0,TRUE,Boston
4941,B16062,4TR,0.7027,HWY   BROOKS ST         ,I  90 WB          ,NBI,DOT,42,21,27.774,71,9,43.2108,11,4,121547,16.5,17.5,5,TRUE,0,0,0,TRUE,Boston
4942,B16059,4TT,0.7062,COMB  I 90 & MBTA/CSX   ,HWY   MARKET ST   ,NBI,DOT,42,21,29.4408,71,8,54.0456,16,4,40000,57,22,7,TRUE,0,0,0,TRUE,Boston
4958,M25007,4UA,0.740740741,TR    RED HIGH SPEED LN ,HWY   ADAMS ST,NBI,MBT,42,16,13.2528,71,4,6.3588,14,4,14100,17.4,43,6,TRUE,0,0,0,FALSE,Milton
4983,B16063,4V3,0.740740741,TR    GREEN LINE D      ,HWY   PARK DR     ,NBI,MBT,42,20,42.3888,71,6,17.1,14,4,21000,27.7,31.7,7,TRUE,17,23,28,FALSE,Boston
5022,B16017,4WU,-1,US  1 NB/BOS LOWR B11-32,US  1 SB/BS U11-32,NBI,DOT,42,22,29.9388,71,3,26.5284,12,3,29000,627.9,12.7,7,TRUE,0,0,0,FALSE,Boston
5023,B16017,4WV,-1,HWY   C'TOWN LOCAL STS  ,US  1 NB/BOST LOWR,NBI,DOT,42,22,38.9568,71,3,17.0316,12,3,44700,576.7,12.7,7,TRUE,0,0,0,FALSE,Boston
5024,B16017,4WW,-1,HWY   WATER ST/L MYSTIC ,US  1 NB/L MYSTC L,NBI,DOT,42,22,48.5724,71,3,7.56,12,3,44700,133.8,12.7,6,TRUE,0,0,0,FALSE,Boston
5025,B16017,4WX,-1,US  1 NB/LIT MYSTIC LOWR,US  1 SB/L MYSTC U,NBI,DOT,42,22,48.5724,71,3,7.56,12,3,29000,133.8,12.7,7,TRUE,0,0,0,FALSE,Boston
5026,B16017,4WY,0.9098,HWY   CHELSEA LOCAL STS ,US  1 NB/CHLSEA LW,NBI,DOT,42,23,15.936,71,2,42.7668,12,3,44700,862.3,12.7,5,TRUE,0,0,0,FALSE,Boston
5027,B16017,4X0,0.9137,US  1 NB/CHELSEA LOWER  ,US  1 SB/CHLSEA UP,NBI,DOT,42,23,15.936,71,2,42.7668,12,3,29000,1020.8,12.7,7,TRUE,0,0,0,FALSE,Boston
5028,B16017,4X1,0.6865,OTHER RELIEF            ,US  1 NB/TOLL LOWR,NBI,DOT,42,23,6.7416,71,2,51.3816,12,3,44700,326.7,12.7,5,TRUE,0,0,0,FALSE,Boston
5029,B16017,4X2,0.6792,US  1 NB/TOLL PLAZA LOWR,US  1 SB/TOLL UPPR,NBI,DOT,42,23,6.2232,71,2,51.8316,12,3,29000,326.7,12.7,7,TRUE,0,0,0,FALSE,Boston
5030,B16017,4X3,0.7366,WATER MYSTIC RIVER      ,US  1 NB/B MYSTC L,NBI,DOT,42,23,1.842,71,2,55.6512,12,3,44700,464.5,12.7,5,TRUE,0,0,0,FALSE,Boston
5031,B16017,4X4,0.7367,US  1 NB/BIG MYSTIC LOWR,US  1 SB/B MYSTC U,NBI,DOT,42,23,1.23,71,2,56.184,12,3,29000,464.5,12.7,7,TRUE,0,0,0,FALSE,Boston
5347,B16589,583,0.8598,OTHER RELIEF,ST  1 A/SB,NBI,DOT,0,0,0,0,0,0,14,1,7660,141.7,7.9,7,TRUE,0,0,0,FALSE,Boston
5348,B16589,584,1,OTHER RELIEF,ST  1 A/SB,NBI,DOT,0,0,0,0,0,0,14,1,7660,141.7,7.9,7,TRUE,0,0,0,FALSE,Boston
5349,B16588,585,0.9974,OTHER RELIEF,I  90 WB & RP1ASB,NBI,DOT,42,22,34.21,71,1,44.2,11,3,11129,45.6,17.7,7,TRUE,0,0,0,FALSE,Boston
5350,B16588,586,0.8398,ST  1 A/NB & RP1ANB,I  90 WB ,NBI,DOT,42,22,34.21,71,1,44.2,11,3,11129,94.2,18.6,7,TRUE,0,0,0,FALSE,Boston
5677,B16235,5JK,1,OTHER RELIEF,ST  1 A/SB,NBI,DOT,42,22,30.64,71,1,48.55,14,2,20900,10.9,13.9,8,TRUE,0,0,0,FALSE,Boston
6199,B16620,630,0.9992,OTHER RELIEF,I  93 RAMP N-S,NBI,DOT,42,21,59.1,71,3,53.64,11,1,45981,58.5,12.6,7,TRUE,0,0,0,FALSE,Boston
6201,B16606,633,0.9904,COMB  MGH PKNG & MBTA,I  93 RAMP N-S,NBI,DOT,42,22,5.16,71,3,48.71,11,2,45981,180.7,14.6,7,TRUE,0,0,0,FALSE,Boston
6202,B16606,634,1,COMB  NASHUA ST&MGH PKNG,I  93 RAMP N-S,NBI,DOT,42,21,59.78,71,3,48.82,11,2,45981,70.3,13.4,7,TRUE,0,0,0,FALSE,Boston
6375,B16619,68U,0.9685,OTHER RELIEF,I  93 RAMP S-N,NBI,DOT,42,21,58.14,71,3,55.5,11,1,20000,62.2,10.1,7,TRUE,0,0,0,FALSE,Boston
6376,B16691,68V,1,HWY   NASHUA ST,I  93 RAMP LC-N,NBI,DOT,42,21,58.02,71,3,55.5,11,1,8756,135.5,7.9,7,TRUE,0,0,0,FALSE,Boston
6558,B16528,6EK,-1,OTHER VENT BLDG 1,HWY   HOV EB ITT,TNL,DOT,42,34,0,72,3,48,11,2,16500,1.8,0,N,TRUE,0,0,0,FALSE,Boston
6605,W11001,6G2,1,WATER SUDBURY RIVER,US 20 BOSTN PST RD,NBI,DOT,42,21,47.44,71,22,30.78,14,2,30300,34.2,12,7,TRUE,0,0,0,FALSE,Wayland
6687,B16620,6JL,0.9996,I  93 RAMP LC-S TUNNEL,I  93 RAMP N-S,NBI,DOT,42,21,59.01,71,3,54.36,11,1,45981,29.6,12.2,7,TRUE,0,0,0,FALSE,Boston
6689,B16607,6JN,1,RR    MBTA,I  93 RAMP S-N,NBI,DOT,42,22,2.2512,71,3,46.4832,11,2,61800,203,11,7,TRUE,0,0,0,FALSE,Boston
6693,B16607,6JT,1,HWY   NASHUA ST,I  93 RAMP S-N,NBI,DOT,42,21,58.02,71,3,51.48,11,3,11700,81.2,13.5,7,TRUE,0,0,0,FALSE,Boston
6701,B16691,6K2,1,I  93 RAMP S-N BOAT,I  93 RAMP LC-N,NBI,DOT,42,21,59.07,71,4,0.52,1,1,8756,120.7,9.1,7,TRUE,0,0,0,FALSE,Boston
7096,M21019,6YE,-1,WATER CHARLES RIVER     ,I 495             ,BRI,DOT,0,0,0,0,0,0,12,0,0,3,0, ,TRUE,0,0,0,FALSE,Milford
7132,B15008,70J,0.777777778,WATER GREAT BROOK       ,I 495 NB          ,BRI,DOT,42,27,18,71,34,42,11,4,75000,3.7,0,N,TRUE,0,0,0,FALSE,Bolton
7133,B15008,70K,0.777777778,WATER GREAT BROOK       ,I 495 SB          ,BRI,DOT,42,24,42,71,35,18,11,4,75000,3.7,24.4,N,TRUE,0,0,0,FALSE,Bolton
7214,B04012,734,1,WATER SHAWSHEEN RIVER,US  3 NB,NBI,DOT,42,30,32.57,71,15,2.97,12,3,60000,30.4,23.9,7,TRUE,0,0,0,FALSE,Bedford
7217,B04012,737,1,WATER SHAWSHEEN RIVER,US  3 SB,NBI,DOT,42,30,32.56,71,15,2.95,12,3,60000,30.4,23.896,7,TRUE,0,0,0,FALSE,Bedford
7378,B15007,78A,0.777777778,WATER GREAT BROOK       ,I 495 NB          ,CUL,DOT,42,24,42,71,35,18,1,4,73570,2.4,0,N,TRUE,0,0,0,FALSE,Bolton
7379,B15007,78B,0.777777778,WATER GREAT BROOK       ,I 495 SB          ,CUL,DOT,42,26,30,71,35,18,11,4,73570,2.4,0,N,TRUE,0,0,0,FALSE,Bolton
7416,B15005,79G,0.777777778,WATER MILL BROOK        ,I 495 SB          ,CUL,DOT,42,24,48,71,36,30,1,4,73490,1.8,0,N,TRUE,0,0,0,FALSE,Bolton
7417,B15006,79H,0.777777778,WATER MILL BROOK        ,I 495 NB          ,CUL,DOT,42,24,48,71,36,30,11,4,54300,1.8,0,N,TRUE,0,0,0,FALSE,Bolton
